"","gl_0","gl_05","mle","n"
"110",-13.1729456666086,-18.7173324393116,-25.7712700717818,50
"111",-12.6886261200051,-18.0848322697739,-19.6683210879724,50
"112",-15.0094469737041,-18.832402550064,-22.8540587411888,50
"113",-12.8537008056283,-17.4090716176684,-26.9030890641957,50
"114",-13.9502223853423,-19.8637397805713,-24.4379144802087,50
"115",-15.3525896341324,-18.7982938992752,-27.7902732216902,50
"116",-12.2119485342499,-18.2101684401842,-22.9943056724218,50
"117",-11.0338885218703,-17.207260981814,-22.8487257635055,50
"118",-13.9486058344951,-18.5726152334027,-24.5201365392817,50
"119",-13.5902534374424,-18.9897380711923,-22.5011927518653,50
"120",-14.1097824440465,-19.5266681210547,-28.0456507364805,50
"121",-13.0806843980746,-18.5942789059541,-25.578499506997,50
"122",-14.6419722632065,-19.6977955167549,-23.2357840210484,50
"123",-12.5499131566514,-18.7925033857237,-25.5254549454109,50
"124",-15.5946563966913,-19.3959102952206,-27.3430642383764,50
"125",-14.6599548639034,-19.9138224141163,-27.5810522015711,50
"126",-14.7343421790029,-18.2835850089117,-23.3134399579359,50
"127",-15.5918484160891,-20.7877071476233,-28.6065450316626,50
"128",-11.9917492669354,-17.6002907126041,-22.145687913931,50
"129",-15.5944971121098,-19.8051877461474,-27.2916658345497,50
"130",-12.9679316671403,-18.8394548138154,-22.2336205605409,50
"131",-14.4919499037674,-19.2700230093555,-27.9679725430255,50
"132",-13.7490657475193,-18.7637567792382,-29.4484838561112,50
"133",-14.6443169705879,-19.3584225151049,-28.2147085668125,50
"134",-12.9982432372354,-18.1596244814112,-23.0879590788073,50
"135",-13.3038632057826,-18.032153050644,-26.4197771738621,50
"136",-14.9364978469925,-18.9777219384089,-25.6458124906317,50
"137",-13.9313432797136,-17.7483996070916,-21.5822012398212,50
"138",-15.6461499411745,-19.6124423666519,-27.2122687724372,50
"139",-14.0222094291759,-18.8095374284893,-24.1269791705968,50
"140",-12.7555272796224,-17.1174329992026,-22.7110136908985,50
"141",-14.2095659460059,-18.5629344184778,-23.3476961728248,50
"142",-12.686668592361,-17.995677791887,-20.3694534351937,50
"143",-15.6851327047591,-20.4924931232724,-29.0192944566635,50
"144",-13.0194165480827,-17.3084988406216,-23.9539357765093,50
"145",-15.7306663403604,-19.2743047651987,-25.9142032557567,50
"146",-15.385911667722,-20.7676862592807,-26.2421125615295,50
"147",-14.4905574196589,-19.9587508669422,-28.0295488378186,50
"148",-13.8791252800303,-18.6306257945722,-24.4067974850297,50
"149",-13.4256964201918,-17.6503015111587,-21.4017462969298,50
"150",-13.0896544507136,-18.4620160816839,-24.2409175154732,50
"151",-14.1414563713978,-19.9128090948916,-25.5981220778576,50
"152",-13.1647187147939,-18.4039581118577,-26.2982536568084,50
"153",-11.8717774309756,-16.9145994099986,-23.8410141398604,50
"154",-13.8706896293483,-19.9265162029029,-22.4883917335535,50
"155",-13.8328862545981,-18.2752919893504,-24.9685477559424,50
"156",-14.727406252748,-19.2608563036248,-23.7018068961899,50
"157",-11.6316682034049,-17.8456643896005,-23.0336690006754,50
"158",-12.2685624836567,-17.3446572287524,-20.3584060754852,50
"159",-13.0574673718508,-18.8029511241342,-22.7054878619496,50
"160",-13.8995779342116,-18.164033763923,-24.6378893062874,50
"161",-14.7311410560009,-19.0644195277767,-26.8061277688935,50
"162",-12.6437737686897,-17.5674935792518,-25.1430016780397,50
"163",-11.6047437186868,-17.6695614739051,-20.2610659789998,50
"164",-13.7225030201518,-18.8221227770736,-26.1562155520101,50
"165",-14.7942773447652,-19.6566293174857,-23.5261352837426,50
"166",-13.4934078760916,-18.8749928576458,-28.4541500949913,50
"167",-13.8071408379535,-19.997834783335,-23.7082505189475,50
"168",-14.0081280844889,-18.9527230228191,-31.151917687373,50
"169",-14.4906843073424,-18.0527204908594,-29.2954499337879,50
"170",-13.1517080601125,-19.0783991885556,-26.9699753931029,50
"171",-14.4958951184867,-19.2673858348952,-24.192285339694,50
"172",-15.724560134124,-19.1798788985485,-22.2743858931317,50
"173",-13.8403899690366,-18.8797322726585,-24.9703196713478,50
"174",-12.8480599926732,-18.4099070552019,-25.5402556941622,50
"175",-12.6521410594584,-19.1421525382577,-22.4921496341068,50
"176",-14.503539492217,-18.8487605206892,-23.6058814588215,50
"177",-12.9314896154326,-17.7029071045241,-23.0807605671335,50
"178",-15.265511520806,-18.4794703148914,-24.0637393424926,50
"179",-14.3493075522133,-18.6739205450941,-25.7172468300148,50
"180",-12.7260097721658,-17.8802736841555,-25.6524927770387,50
"181",-14.6155444249675,-19.8006015274377,-25.6785660755575,50
"182",-14.2560225228797,-19.7696411659377,-26.7060350690944,50
"183",-12.8641692646823,-19.5074114015313,-22.7899657832811,50
"184",-13.7629125355992,-19.0175594699949,-25.3540652021246,50
"185",-11.4640406829968,-18.2020831944027,-22.0552957164702,50
"186",-14.793129588623,-18.0903679443362,-25.2704492822,50
"187",-14.5255893335634,-18.724743250122,-24.9274045400264,50
"188",-13.9086418490131,-17.4509306198909,-23.7106078882892,50
"189",-14.2672625333175,-19.3905394273862,-24.6804156086221,50
"190",-14.1802311849232,-18.8343974830153,-22.9867576179683,50
"191",-12.5467917501818,-17.9780956900151,-24.2023703417528,50
"192",-14.4421651173313,-18.6100992029287,-22.0870023020793,50
"193",-15.3589691396616,-18.6148984734173,-28.2341959127566,50
"194",-14.3751015692713,-19.3495571490819,-25.5700600468018,50
"195",-11.9984689712814,-18.2342005423764,-22.8659621255179,50
"196",-15.1008523659079,-20.0950477377826,-23.506739571756,50
"197",-14.0984900081357,-19.8654375767398,-27.342637779431,50
"198",-12.7320222087146,-19.2576846568995,-24.4379562216499,50
"199",-13.5977352017653,-18.3650416882837,-20.7981408388065,50
"200",-15.4439277180296,-20.2208741452741,-26.2399537693993,50
"201",-14.5631470320943,-19.0076848929743,-23.1713388960099,50
"202",-12.3779110497086,-18.4708642590249,-23.0897806581782,50
"203",-11.9187023850709,-17.3723371888975,-24.0123710821172,50
"204",-13.5826928418905,-18.2701889780284,-24.1198298688319,50
"205",-11.9599534378614,-17.0252027151385,-20.399599459778,50
"206",-13.6247515830372,-18.8921396568821,-24.535833218543,50
"207",-14.7236167708762,-18.5404774090197,-25.9236551440683,50
"208",-13.4574833616982,-19.1283769411084,-27.5710180590968,50
"209",-12.6066798370467,-18.6589635634579,-24.7137711507092,50
"210",-15.6550118934579,-20.8627445352924,-27.4653929494371,50
"211",-13.4958411539928,-19.699997624748,-24.5219313787142,50
"212",-12.518143167355,-18.602219005478,-26.0548600500469,50
"213",-11.2799546657763,-17.7520872197839,-22.2328266593143,50
"214",-12.8116688739544,-17.3494114578176,-24.511367722854,50
"215",-13.540578847306,-19.696678022334,-21.7625917582226,50
"216",-12.9728887010035,-18.7114065370915,-22.7990468665501,50
"217",-13.8918858225758,-18.0680056505945,-30.1908372378868,50
"218",-12.9716852776984,-19.1269454864909,-24.1277603104558,50
"219",-12.9098394499731,-20.2844154419538,-22.6586113629379,50
"220",-13.3331477349011,-17.9264981481344,-23.7028628895611,50
"221",-14.1715746149248,-19.0180207224348,-27.3098596057062,50
"222",-14.7499391760535,-18.6387698279672,-24.9772659770431,50
"223",-12.8310870067432,-17.8410084720831,-25.0126008456011,50
"224",-14.0172309350874,-19.8329891232647,-23.1566464810231,50
"225",-14.6845690972372,-19.8610408801237,-24.5658616527048,50
"226",-12.5421417684154,-15.791770716571,-20.8210784958269,50
"227",-14.5007393892336,-18.0796913882489,-25.2687342675716,50
"228",-13.6168135246033,-18.873478706584,-24.4687075378578,50
"229",-12.3538242322563,-16.0658039601354,-24.2986258873205,50
"230",-14.3292439648254,-18.8896371501507,-29.6933914272716,50
"231",-15.2005592044285,-20.2018043102375,-26.4931160006656,50
"232",-14.2975213963813,-18.8482940854381,-25.0453617684631,50
"233",-15.6648646939667,-20.3511705308052,-23.9738716295779,50
"234",-16.1215855644694,-17.7180851032905,-25.5072889791454,50
"235",-13.4809260685708,-18.5400553406118,-27.6494701700473,50
"236",-13.4554207844029,-18.6617769705508,-21.4622942899332,50
"237",-13.8102187367469,-19.0561823564728,-26.3849313789895,50
"238",-12.6455448541629,-19.3207558601738,-26.16216130857,50
"239",-12.4544348918171,-16.4595938083406,-21.0890942100228,50
"240",-12.6898649644119,-18.5585800426717,-23.6078065346521,50
"241",-12.6011586887324,-17.7811540658836,-23.9476518585143,50
"242",-16.3224128751506,-19.6113628759109,-32.457698049056,50
"243",-14.4636030603651,-19.51618096346,-25.511846973916,50
"244",-13.2400852031645,-17.3410418112168,-22.6258967451722,50
"245",-12.6770604625739,-17.9849641172881,-28.0040081715997,50
"246",-14.154894503079,-18.8294731565449,-29.0338245725613,50
"247",-14.0749972046046,-18.9803831268525,-27.1877521968904,50
"248",-14.1882912219643,-20.5047691921336,-25.3884220963561,50
"249",-15.0667956479056,-19.1894368109331,-23.7393525765029,50
"250",-14.9619823681354,-19.3266357118747,-24.8618557264234,50
"251",-14.6776457838106,-18.7646920828556,-23.3718006114957,50
"252",-12.7699551919041,-17.2744758833542,-26.2610054783536,50
"253",-12.9139186302726,-17.0615688555281,-22.9051623988018,50
"254",-13.3070690031456,-18.5523719277777,-25.8782567404243,50
"255",-15.2342468673615,-18.4628730070081,-21.8031546066887,50
"256",-14.4659020687116,-18.2324615388012,-26.2747838309475,50
"257",-14.0948752861821,-19.6590919602497,-25.9803983575584,50
"258",-13.6068135340104,-18.7680838562211,-26.6631381234043,50
"259",-13.4364842709575,-18.5991267719396,-26.0181272440862,50
"260",-14.7491865414726,-17.9324986812165,-26.4997646853758,50
"261",-14.317757395863,-20.2310785321607,-29.414759432794,50
"262",-14.4494317737905,-18.9115448136148,-26.1364833734097,50
"263",-13.3972386614667,-17.7110967434432,-26.1559231524577,50
"264",-13.2028049355591,-17.2667404075347,-20.2301338982721,50
"265",-15.4390823355666,-20.5031332874356,-24.8997328344752,50
"266",-12.4830916924189,-17.7655019088331,-24.531505042127,50
"267",-13.8703655858339,-19.1931457281429,-26.1906754272366,50
"268",-13.7054154050986,-17.7970961430629,-22.7784688880114,50
"269",-12.3289184399416,-16.2531438228595,-25.5279478272115,50
"270",-14.6706817806652,-19.2280145408273,-27.5838629652823,50
"271",-13.0096785512939,-18.0475309367724,-23.6568543969824,50
"272",-13.7885680774464,-18.9486232817847,-28.5034062978812,50
"273",-14.8220442478307,-19.6698353277044,-24.2072119074742,50
"274",-14.7425290700256,-20.7808533078926,-24.7728205089038,50
"275",-16.2060018159172,-20.0849207755633,-27.2600439304118,50
"276",-14.1329888548078,-18.7015076426017,-29.2929320509655,50
"277",-15.42193313553,-19.7088229134176,-27.3205619658442,50
"278",-13.6928306539535,-19.1740192133343,-25.0722469051584,50
"279",-12.3954973059918,-17.100691051666,-23.5428695663965,50
"280",-13.3382419658723,-19.2359536814185,-26.9672993295847,50
"281",-14.3916198516402,-18.8384954670741,-30.2379851006034,50
"282",-13.9889407228987,-18.6515658945269,-23.716170759981,50
"283",-14.2463312433206,-18.6162418379451,-28.3159429031311,50
"284",-11.1151118809669,-17.3300543399201,-23.6397695550783,50
"285",-13.7260996178861,-19.0627337472967,-20.9605728179853,50
"286",-14.2979802431458,-20.1227778960349,-28.4856958031893,50
"287",-15.6230142171225,-20.0786763594731,-28.1163343974687,50
"288",-14.9146359426188,-19.0069021617937,-27.7663309546534,50
"289",-13.3191653380039,-19.2360514607893,-25.2958681756854,50
"290",-12.3359241132243,-18.024484762351,-20.6917794826216,50
"291",-12.5127438711151,-17.9255181624898,-26.4405706941292,50
"292",-13.8278531013125,-18.8328627495574,-26.4160871203396,50
"293",-14.064003123425,-19.0756762382532,-29.144297089093,50
"294",-13.3146222185301,-19.2609461486981,-20.7475315673385,50
"295",-12.1561476094387,-18.0604216013007,-21.4558104776951,50
"296",-14.3610068345378,-18.8712380906972,-31.4894583724504,50
"297",-15.1152401569424,-19.6812440213999,-28.2702531296447,50
"298",-15.2888453180066,-20.1653208514782,-28.514459732619,50
"299",-14.4812380749151,-18.347035105061,-26.0691083367282,50
"300",-12.6880342915314,-17.9202639120557,-23.7758378477184,50
"301",-12.8211324959918,-17.9422834638055,-25.9659339146392,50
"302",-13.9952766941066,-18.6700853174476,-26.2332868128735,50
"303",-15.4030126553546,-19.1231077643794,-26.0335871687704,50
"304",-13.1467595978454,-18.2385139353685,-20.7062341523968,50
"305",-14.118607798039,-18.7427174143529,-22.0782587981006,50
"306",-11.6243921477405,-17.0468691362924,-23.2858431337255,50
"307",-13.3720775901362,-19.5075166391093,-27.5709439637958,50
"308",-12.2627402373562,-17.9617279939366,-24.3453838672735,50
"309",-12.739742951275,-18.1909213993671,-24.0317965204539,50
"310",-12.7447639419322,-17.1886218703927,-23.1677840226557,50
"311",-13.4241251608913,-19.0466675719681,-25.06210381019,50
"312",-13.3232560032692,-18.5456971191909,-30.2480919291047,50
"313",-13.970070625148,-18.6506153847504,-25.4496115319999,50
"314",-12.9574255176682,-18.8974844771593,-23.7870887250683,50
"315",-14.9427968991093,-19.4501138944333,-22.8622305984773,50
"316",-13.4953031971546,-18.9626403157405,-24.7412998227556,50
"317",-13.1751734904278,-19.0535546756827,-23.4231562295663,50
"318",-15.3634165188426,-20.079185487768,-23.3881689925512,50
"319",-12.5576715856989,-18.3444519608588,-22.4241453273001,50
"320",-14.5412480060049,-18.1720386704825,-22.7491365818751,50
"321",-13.4011687113768,-19.0168457246582,-26.4255735461267,50
"322",-14.9919887907197,-19.6755019962676,-26.3594197842898,50
"323",-13.5055919257419,-19.2289930516034,-29.7714987834635,50
"324",-13.6189838471749,-18.639207994053,-24.7987161293895,50
"325",-12.4916212826872,-19.0942656760318,-24.6611597204309,50
"326",-14.4325679725178,-19.7260620424754,-25.6984338853697,50
"327",-12.0822297707047,-17.6273753829592,-20.4378928058062,50
"328",-16.0094881563913,-19.8334557169459,-26.8105194193583,50
"329",-12.801767672356,-17.8862252033492,-23.7340626889626,50
"330",-14.0406585202408,-18.8629126691766,-25.2605761634831,50
"331",-13.1424887646586,-19.2049665666592,-22.4596806938734,50
"332",-14.2287907948781,-20.5379116179796,-25.8422965199944,50
"333",-13.8739771181545,-18.4349493418684,-27.8289104661214,50
"334",-13.6534480053071,-17.1501185435497,-24.2427722825133,50
"335",-14.2529889072647,-19.6003340979275,-24.991523134929,50
"336",-13.1975164058576,-18.3676067821128,-24.9017194932523,50
"337",-12.2449657914577,-18.1004607455842,-22.2568142176567,50
"338",-12.393437640026,-18.0400242270058,-24.1104985868026,50
"339",-14.7572405982312,-18.7395918933398,-24.7699956865483,50
"340",-11.9838409980651,-18.0229166765922,-25.3523882110785,50
"341",-12.5355157264726,-18.1781201624499,-27.7410485966373,50
"342",-14.0932612650122,-19.4589921898385,-25.4619735204471,50
"343",-10.8014443357511,-14.4745482198069,-23.3413914921889,50
"344",-14.6153954885393,-20.0709077615744,-25.9507325695298,50
"345",-14.0137117950862,-17.84423821207,-23.8955802883546,50
"346",-15.2461681587172,-18.8177949847909,-31.7526487025803,50
"347",-15.1744536069928,-19.6184953632001,-23.67026213797,50
"348",-14.696037161818,-19.9641124335448,-24.3908558248794,50
"349",-12.4689434025079,-18.2569297791195,-24.7982298907289,50
"350",-11.356080229786,-17.598054351435,-23.3087323347044,50
"351",-15.0527114446309,-19.7173578951977,-25.895176913183,50
"352",-13.4610595706188,-19.1257414591598,-24.8496866713523,50
"353",-12.0675408435906,-17.7053772074532,-22.3787938976601,50
"354",-13.9925566329981,-18.3459606387826,-25.8029987392446,50
"355",-15.183387270597,-19.8907276469333,-27.1919309376235,50
"356",-14.4337238279599,-19.3091564164327,-24.1636591581636,50
"357",-13.8723128914429,-19.1281492591594,-26.6726273511316,50
"358",-14.0917199876812,-18.836932159992,-26.8163415415042,50
"359",-14.7808827372866,-17.7472782717431,-27.8897647321626,50
"360",-11.2351490714343,-16.2428447151448,-22.1108604152092,50
"361",-13.2202152045923,-17.6605696800799,-28.6056190239176,50
"362",-15.225102936023,-19.3804010534925,-28.4680311745984,50
"363",-12.9183791193427,-18.7069137665477,-26.675538657268,50
"364",-11.9431606985451,-18.3863579028238,-23.6157502622252,50
"365",-11.6111916769242,-15.7233514414075,-18.7979030356078,50
"366",-13.327143105778,-18.2201481417815,-23.4123476425475,50
"367",-16.1876972998173,-18.846508382727,-24.1859094094856,50
"368",-14.2114051480525,-19.1633233455908,-27.7939115372003,50
"369",-14.4749541017099,-19.1380701877449,-29.7132559323174,50
"370",-12.261772275187,-17.1902610290294,-22.3160984738049,50
"371",-13.2947023252637,-17.0279847904647,-24.6299859890621,50
"372",-14.0265111337394,-19.1605809635378,-25.3498429053088,50
"373",-14.251508719262,-18.5001682351189,-29.1080985233923,50
"374",-13.7945973635254,-18.4118226374805,-24.263033266424,50
"375",-13.9922073102216,-19.1514378940354,-25.2624596197723,50
"376",-13.5751963217582,-19.3179725379591,-24.079057095,50
"377",-12.4127497203494,-17.8747486163545,-23.8819413631925,50
"378",-12.7430915660733,-18.864259494929,-26.5136908151068,50
"379",-12.7303093630731,-18.2907251627511,-26.3173858619253,50
"380",-14.8951051388177,-18.4811627869771,-30.9569997186326,50
"381",-12.7854541451859,-18.8621707613969,-20.8374589694871,50
"382",-14.2365397489749,-18.2560991067235,-27.9795737026139,50
"383",-15.711925077322,-19.3399109480192,-30.1764265873579,50
"384",-14.5705220698395,-20.388490021598,-27.4778427351195,50
"385",-14.4067727709504,-18.3409703554301,-26.2247373544582,50
"386",-13.599493242488,-19.3908368845723,-21.974487914235,50
"387",-13.1719168078503,-18.6167165076082,-23.9494645148554,50
"388",-13.4693498700544,-18.82099318989,-25.6723772944142,50
"389",-12.517468832766,-17.9145471766032,-24.4878399660811,50
"390",-12.5176005191838,-17.4768401164726,-20.4900879236704,50
"391",-12.9709233086938,-17.8342168705562,-22.6376107732632,50
"392",-16.4718824316959,-20.6446764960423,-30.269391117932,50
"393",-12.4346411073922,-18.3361639714337,-28.0450258328571,50
"394",-14.3619370807307,-19.1929166965315,-27.3107979293293,50
"395",-11.0161845818606,-17.9358098336834,-23.1971812565572,50
"396",-12.3500888635959,-18.2571245555986,-22.2302186471126,50
"397",-15.0769563757817,-18.4828379416281,-23.0698994828073,50
"398",-13.6973833557937,-17.8436062347154,-25.5800219958253,50
"399",-10.2019622917984,-17.7181818634014,-22.2685946208415,50
"400",-13.5664527889635,-18.891811698724,-23.8678200987015,50
"401",-12.1129317479568,-18.1216495864563,-21.5223436348903,50
"402",-12.8333514796588,-18.2603099980908,-23.4532249700722,50
"403",-12.6336243251218,-16.1843987788301,-22.9083302313796,50
"404",-13.9449729339191,-17.4171436999506,-24.2009770856376,50
"405",-13.5653488284309,-19.1689489490708,-24.6150718787448,50
"406",-14.5041151177447,-17.2499892659111,-21.7298787089616,50
"407",-14.651643981079,-20.504690678206,-25.6297510593726,50
"408",-14.5771825691696,-19.9420397137446,-25.7454960981794,50
"409",-14.7200834574548,-19.3306556065049,-27.1328149904862,50
"410",-12.6108082188537,-18.8511727311752,-25.5956064273653,50
"411",-12.9562237389216,-16.9666416263526,-24.055134619123,50
"412",-13.4396606520726,-18.3054670026002,-24.6383195553058,50
"413",-12.6232854887302,-18.3291831896477,-26.1118795451289,50
"414",-12.2385756125856,-18.367728259863,-23.6448275506288,50
"415",-13.6831312741634,-19.8794880001874,-27.0947167693936,50
"416",-14.3475717500684,-18.4297725432356,-28.4148057010363,50
"417",-13.6627961634672,-19.2345276948718,-22.5265164327894,50
"418",-13.6148312160593,-19.4853244103606,-23.4737097881128,50
"419",-13.8055156886701,-19.8237839319583,-26.6392211101401,50
"420",-14.3035945941391,-16.884701067763,-25.0766820097689,50
"421",-13.9068157502018,-19.7908441886725,-24.3752438103838,50
"422",-15.397924858698,-18.9846916984176,-27.7524626286133,50
"423",-13.4420731137009,-18.0679295637589,-24.124408076794,50
"424",-14.8983739379549,-19.7479153774365,-28.5909555156051,50
"425",-13.1472909414296,-18.3818267417729,-25.1242021446174,50
"426",-12.7480460605994,-18.4605750826898,-24.804538734299,50
"427",-14.9739982828579,-18.5755867035969,-27.1755380699685,50
"428",-12.2724510113132,-18.001264060006,-21.9208352734231,50
"429",-13.1306561511088,-18.9425490982626,-22.4282617242146,50
"430",-11.7623006972434,-17.8091932339811,-21.4713442573804,50
"431",-10.2867525992027,-17.1958609675352,-25.360555059359,50
"432",-15.2112467290672,-19.4334887724895,-26.8924013686122,50
"433",-14.5741028174025,-20.2856841315447,-25.9283262234772,50
"434",-16.0201864243105,-18.9067860698679,-27.2099523223089,50
"435",-12.4731341958319,-19.0912894003887,-21.763240710757,50
"436",-13.3861203050626,-18.3346933756478,-22.672148892605,50
"437",-12.4617414375778,-18.5725080662866,-23.2609506354696,50
"438",-14.503137164615,-17.8275149610172,-24.9077971557173,50
"439",-16.3887045376428,-19.0003532040801,-22.4493158950036,50
