"","gl_0","gl_05","mle","n"
"722",-14.6054450774043,-18.4415993252198,-16.6573853758205,100
"723",-13.620147241591,-16.4710260283935,-15.7582307720379,100
"724",-14.5636911330635,-16.2184865337651,-16.6028243302905,100
"725",-13.48229710454,-17.1237933455387,-16.2038669435592,100
"726",-13.1139480490878,-16.3134661979821,-14.9788304853854,100
"727",-12.9679251030979,-16.1229061784338,-15.2122683591465,100
"728",-11.8930952727377,-15.9978716798227,-13.9389468349862,100
"729",-12.1351082339579,-13.8723381780534,-14.9373874141947,100
"730",-12.6905612116467,-15.9840947843184,-15.6883625296894,100
"731",-13.1726703047927,-16.4631684291495,-14.9260213090553,100
"732",-12.8351976059238,-15.5699398744135,-14.6613711857119,100
"733",-13.3501292097209,-15.545321790405,-15.4737512863493,100
"734",-13.5581426105565,-15.9445199065375,-16.1403363193241,100
"735",-14.2500960388122,-17.2037967619044,-16.53341931698,100
"736",-13.2177433908984,-15.1808578064029,-15.3554951637561,100
"737",-13.210753947609,-15.3635506747728,-16.093994141573,100
"738",-12.0693667004414,-13.7701533676451,-13.7816710213835,100
"739",-12.3893235331075,-14.8401874040858,-14.4275206802128,100
"740",-13.6145955485279,-16.0645710994113,-16.3479271513189,100
"741",-12.6732166965038,-16.8457576116932,-14.9763244516714,100
"742",-12.8180713447631,-14.0431438841244,-14.907344393607,100
"743",-13.7009934465338,-14.699520583372,-15.8585743462975,100
"744",-13.3016355291536,-16.4235822978347,-14.5778924976269,100
"745",-13.0866473393079,-16.1295939589798,-15.4765934690214,100
"746",-13.4611199404045,-15.0330475552602,-16.1140092294425,100
"747",-12.3372681754406,-14.2274543703301,-14.4223381123844,100
"748",-12.0523061721079,-16.1411816645203,-14.0333498117153,100
"749",-12.7591254002935,-15.4561109968171,-15.7822592407492,100
"750",-13.4885866615016,-15.4721468237154,-15.7537890140697,100
"751",-12.9799998859127,-16.1454691403084,-14.4766759484015,100
"752",-13.2781556668294,-15.3953817702525,-14.490731573222,100
"753",-13.2539803610242,-16.6753779521716,-15.0552182271365,100
"754",-12.2105120281527,-15.9315703537271,-13.892540803951,100
"755",-12.910946695371,-16.5066422691401,-15.439530367617,100
"756",-13.2575001354931,-15.8777131388793,-14.9695860413565,100
"757",-13.0487387763909,-16.1566070873237,-15.6055638451494,100
"758",-12.7721362865476,-17.7250863313996,-14.4429329579045,100
"759",-13.5975113901981,-15.8803295045148,-14.94334984431,100
"760",-13.7284960593176,-16.6351445711195,-15.0562344094872,100
"761",-13.5324041643501,-18.7531470090254,-15.7570016585265,100
"762",-13.6604777137499,-17.1859147780656,-15.9374934704246,100
"763",-12.6265083385598,-15.070350065877,-14.7363703357177,100
"764",-13.9698360586538,-17.6405644380087,-16.6490722741294,100
"765",-12.8273396086296,-17.0407701705427,-14.3435844655929,100
"766",-13.5989982794405,-16.4351658763418,-15.2688383649901,100
"767",-13.672587222115,-16.8330989809523,-15.7676596253276,100
"768",-13.852910273011,-16.9596415960777,-15.8730368524794,100
"769",-12.6288297188719,-15.567222068482,-15.2720297048165,100
"770",-12.43730127924,-16.2684079401749,-14.9246207664244,100
"771",-14.2555375812475,-15.2917365609416,-16.6679757687863,100
"772",-12.9175115024177,-15.5057096745222,-15.6416862928749,100
"773",-12.9788828970231,-15.4853465483328,-15.0576772473001,100
"774",-14.1807861703824,-16.6780283512889,-16.1577271376458,100
"775",-13.3059065430046,-16.6083329022887,-15.6055236014286,100
"776",-13.3408966274254,-15.5330802228437,-15.3352179290684,100
"777",-12.9455684122438,-15.6088728723799,-14.3648860479769,100
"778",-13.0176842423648,-15.7453649644513,-14.8107942896838,100
"779",-13.7993414978979,-16.1032857910736,-15.6350592586879,100
"780",-12.9855060396216,-15.6030179610641,-15.212165684908,100
"781",-12.9135391408616,-16.4650883530225,-16.1715486470132,100
"782",-14.4680147825932,-16.740220576637,-17.2423452567532,100
"783",-13.245521523697,-15.3431141024606,-15.6193803318069,100
"784",-14.1247850405925,-17.1522921581963,-15.1248744792219,100
"785",-13.1353236425995,-15.6969177681888,-14.4836732345591,100
"786",-13.9644305215402,-16.3150553917468,-16.3713197609145,100
"787",-13.3071993412921,-16.5143229184239,-15.1192132827341,100
"788",-12.8750508292819,-16.8273252713783,-15.0651354229144,100
"789",-11.9339135978099,-13.4163392440973,-14.7645353567452,100
"790",-13.7797795727503,-16.056078470854,-15.7289248312151,100
"791",-12.9981605953209,-17.6231791874457,-15.3312765657177,100
"792",-12.5859531724712,-15.603433361107,-14.6432281638342,100
"793",-13.5423722905479,-16.7977075358835,-15.63457994147,100
"794",-14.049489997326,-18.0260866512129,-16.2263732174706,100
"795",-13.9073263196249,-16.8760583428799,-15.9391575664747,100
"796",-13.5161928725592,-16.2747837833364,-16.269884188917,100
"797",-13.546329206853,-15.590287535418,-15.475341273052,100
"798",-12.8062107433998,-14.7466654036435,-14.7946337850804,100
"799",-13.1556309143351,-16.6479067003923,-15.5159334521317,100
"800",-13.2959582386774,-15.4360675926008,-16.0845851034483,100
"801",-13.6916135025602,-15.5165454261344,-15.7914329332412,100
"802",-12.9541711645072,-15.3365610831134,-15.1225530510041,100
"803",-14.554731218963,-17.0533571445087,-16.3082681249209,100
"804",-13.7007234933784,-16.0990216214692,-15.7103063113124,100
"805",-13.4038784690589,-16.694973085006,-15.4045110005591,100
"806",-13.1981244481814,-14.6808784081885,-15.8121391545921,100
"807",-12.7261288750847,-17.1929602263856,-14.5707843079618,100
"808",-14.0619934756467,-15.6593629360671,-16.6905010229713,100
"809",-12.8420917260398,-14.6698453738906,-15.7492477449625,100
"810",-12.0548927197923,-14.9852818981682,-14.5276527684893,100
"811",-12.4509217151731,-15.2790260646774,-15.1241226331407,100
"812",-14.5011590424243,-16.2461242271876,-17.1254174129991,100
"813",-13.3083868962513,-15.9738631882721,-15.1225287201118,100
"814",-13.4061216859539,-15.0175413555554,-15.6836015406413,100
"815",-12.3841734805431,-15.0369871809353,-14.4617237695441,100
"816",-11.8271891013191,-14.0405582022629,-13.8034224144416,100
"817",-12.5587622347307,-14.784106643448,-14.2945940102116,100
"818",-14.3027623330704,-18.845632620421,-15.9672279521519,100
"819",-13.9374604600388,-18.4065660280724,-16.5793975121992,100
"820",-12.5142421002212,-16.7541411319105,-14.8450534002004,100
"821",-13.0645417508404,-15.1238970400421,-15.1162371416546,100
"822",-11.3848956307425,-15.7497315545705,-13.2350860903363,100
"823",-13.1463149577674,-16.3383068061501,-16.1675476389754,100
"824",-13.0999730585106,-14.9941901965884,-14.9392201936118,100
"825",-12.1749519580787,-15.9062480891981,-13.7911797727503,100
"826",-13.2914589743985,-15.2078248339581,-14.4958172176078,100
"827",-13.8656653557842,-16.6259528931545,-16.3276893864369,100
"828",-12.7990225887821,-16.4483464456407,-14.8450984967671,100
"829",-12.8324916362741,-15.1239106912554,-14.5783193155013,100
"830",-13.1038388341982,-14.1861894735285,-14.5190479660767,100
"831",-13.5316974439355,-17.5335062789745,-15.3415501888208,100
"832",-13.4455306687431,-16.7146958577789,-16.033438494777,100
"833",-13.9657033570548,-15.1589970588185,-16.7784107438439,100
"834",-14.5136222375967,-17.906984052684,-17.3468179134772,100
"835",-12.5216390129136,-14.9635314517409,-14.5716537331081,100
"836",-13.5171913045459,-17.0249647087041,-15.5397557565674,100
"837",-12.4030142792675,-15.3201791044711,-14.886762385838,100
"838",-13.4568260863107,-14.4144053235724,-15.6967103712735,100
"839",-14.0433857862697,-17.2347476695293,-15.6520578555298,100
"840",-11.9262912880063,-14.6703044810793,-13.8751672222576,100
"841",-14.1466291176552,-17.1529115699516,-16.2728314466529,100
"842",-11.9056478575722,-14.6843184929511,-14.2323183260594,100
"843",-13.2164995332832,-16.2097062025442,-15.1490768100924,100
"844",-13.3540718520854,-16.5599328169324,-15.6074776578928,100
"845",-14.0996130854423,-15.7966604469676,-16.3426411889783,100
"846",-13.1190769980852,-15.954886663775,-15.9946356937126,100
"847",-13.8467038272615,-16.2921957277208,-15.5848910554699,100
"848",-14.0206597940222,-17.2310703943375,-16.2488205124725,100
"849",-14.0205530039222,-16.8439209070099,-16.1695610446112,100
"850",-12.3370923748592,-15.5855508942082,-13.6650414471578,100
"851",-13.4525791512256,-14.9591223235288,-15.5399036715069,100
"852",-14.1579319414814,-15.7639427571907,-15.4190086837357,100
"853",-13.4883297657549,-15.3208942343416,-16.0597641148467,100
"854",-12.6510351661316,-15.8927393377427,-13.8145900688977,100
"855",-13.8468301391635,-15.4167530685393,-15.8354051636113,100
"856",-13.0011270950514,-15.2128576383426,-14.7712913247912,100
"857",-13.8185895268551,-18.4947883075923,-16.0629266231011,100
"858",-12.0970747228184,-15.0721898712567,-14.2077760484987,100
"859",-14.7235199046403,-17.145139248888,-17.1888882599173,100
"860",-12.989858866189,-17.9051108313959,-15.2717118670876,100
"861",-12.3533083204028,-13.7476449634336,-14.5328494061717,100
"862",-13.1801738378446,-15.2693997423197,-14.9588052537251,100
"863",-12.9250576347642,-16.0898869230469,-15.0632332503091,100
"864",-13.7552978959889,-17.5185553602483,-15.6582053611059,100
"865",-13.5501574543679,-15.2622783238356,-16.3749449646631,100
"866",-12.6577193846261,-15.8009826815367,-15.3799040869815,100
"867",-13.9137763112664,-16.4155229240728,-16.61105308097,100
"868",-12.6186170868416,-15.0009373938424,-14.5935642867516,100
"869",-13.3202070666448,-16.4386829117072,-15.6143691348647,100
"870",-13.448974284095,-16.6162473274027,-15.6710191787554,100
"871",-12.9638517689981,-15.6264515447172,-14.5244339386541,100
"872",-13.2454779296692,-14.873631475815,-15.4159279268531,100
"873",-13.3894067257007,-16.646889266815,-15.7421433945955,100
"874",-13.8056822357475,-16.9676723756973,-15.9303890642135,100
"875",-11.8153005141285,-16.1527716263653,-14.7448912228244,100
"876",-12.2821440387495,-14.7447701474625,-14.379978110993,100
"877",-12.8785325156977,-14.2460372487745,-15.9339047864127,100
"878",-12.6605897115118,-15.3066422179049,-14.2099194631616,100
"879",-13.0128774556209,-15.4264725659432,-14.8586708481691,100
"880",-13.0940258254429,-15.8045177654112,-15.4431215122023,100
"881",-13.1161493823135,-15.7908793519753,-15.0203412050894,100
"882",-12.9981717001573,-13.8049851682077,-14.3512817868772,100
"883",-13.3840902616688,-15.6586593870038,-15.3418048096413,100
"884",-13.0046264081135,-16.5163176641049,-14.8119791339485,100
"885",-13.4102688560584,-16.8013042924369,-16.4451707340602,100
"886",-13.1502072246497,-14.6947223096756,-15.4389523745674,100
"887",-13.0744267554811,-14.9653163669635,-15.4253212698204,100
"888",-13.0344616748029,-16.8865192474353,-15.5617727288367,100
"889",-13.2832157220397,-15.2970999825566,-15.3262336032817,100
"890",-12.6638460306268,-17.340019457021,-14.5172524349791,100
"891",-13.5989895673664,-15.4247346990441,-15.7542238854078,100
"892",-13.3118410114784,-16.0086812923288,-15.4664239938423,100
"893",-13.3712806806386,-16.074538768968,-16.0452723451062,100
"894",-13.6769782690425,-16.4974664306912,-16.446082014418,100
"895",-13.7458665687986,-14.8272635228175,-15.5786793797283,100
"896",-14.1164082620232,-16.0907400357522,-16.4660090990361,100
"897",-13.5508306074307,-16.0049943782725,-15.495651091613,100
"898",-12.6867850131372,-14.5998676668734,-14.5653840132064,100
"899",-12.1989212402937,-16.0793672598148,-13.3198179703858,100
"900",-13.3435313311907,-15.0520722846435,-15.5576136915516,100
"901",-13.0097654778696,-14.3214668554806,-15.3506246311825,100
"902",-13.2700505363534,-15.8272046488473,-15.9145037429903,100
"903",-12.2134098241806,-14.5443225539915,-14.0788822814796,100
"904",-12.718555157702,-16.0332897817549,-15.5511982909644,100
"905",-13.2264599020639,-16.4334412739758,-14.8993581105862,100
"906",-13.6504211585069,-16.3964521299957,-15.4108913709558,100
"907",-14.4395954252126,-18.0771555138491,-15.8106198519391,100
"908",-13.7293394422294,-17.1588865323217,-15.5212027872049,100
"909",-13.7664669101799,-15.9178768325333,-15.8718368765551,100
"910",-13.6307523860672,-15.4240545498434,-15.2293191690507,100
"911",-14.4743659453812,-18.2234403238404,-16.039595976922,100
"912",-14.1129595325238,-18.9506471498642,-16.6169436715157,100
"913",-12.1819239432442,-15.1946864747967,-13.7959433951368,100
"914",-13.3111146497414,-14.8914624927467,-16.1243188769748,100
"915",-11.9794307914284,-17.492515658278,-13.1412648944152,100
"916",-13.2721871946614,-15.8810916068622,-15.1662425136491,100
"917",-13.8164358955977,-17.4073925918872,-16.4112231771551,100
"918",-13.3648895076643,-15.3919155706607,-14.3048906048322,100
"919",-13.3831615571429,-14.5759510892894,-15.4497980170124,100
"920",-13.1258254720099,-16.4150411580058,-15.4395726475549,100
"921",-12.5911522005262,-15.5268165417232,-14.3256871697839,100
"922",-13.4262493725727,-16.3997435329427,-15.2823887282135,100
"923",-13.8879316022479,-15.566264190041,-15.9970325431105,100
"924",-13.1611249010065,-14.594097208973,-15.1367352481251,100
"925",-13.9945825386501,-17.1488889590697,-16.8793266525711,100
"926",-13.8830430441651,-17.1090416942323,-17.0426673559134,100
"927",-13.7200737438183,-17.1664661984839,-15.8149407974299,100
"928",-13.4235188327451,-15.915774356307,-14.916041583602,100
"929",-12.6093497394949,-14.5249690249787,-13.9353808833677,100
"930",-13.4750456238865,-16.4998187175772,-16.5337796218308,100
"931",-13.1258395509783,-16.5456525937932,-15.5761439375351,100
"932",-12.8246722011402,-15.4972413014032,-14.1233149843456,100
"933",-13.6485533102172,-16.9333587321903,-15.5621122838656,100
"934",-13.2698901311804,-16.5474705776222,-15.2972542486865,100
"935",-13.0439278602115,-17.1863114618428,-14.7945672886263,100
"936",-12.1479079170507,-15.4171383342237,-14.3008670142435,100
"937",-13.2118481813393,-18.7582367465002,-15.0504871233718,100
"938",-12.8754331797418,-15.2034019385585,-15.2337541320483,100
"939",-14.5576608024628,-16.3663301871528,-17.2603447366069,100
"940",-13.2254231548046,-16.2479857212948,-15.2000614503857,100
"941",-13.1449474781562,-16.6263190501506,-15.2088717955272,100
"942",-14.2056331148059,-15.3950703617182,-17.0621396519016,100
"943",-12.589941939405,-17.3759931712076,-14.0047775265235,100
"944",-13.787255724141,-15.3557576765178,-16.2234491355563,100
"945",-12.5612235252285,-14.565201310352,-15.8555829906516,100
"946",-13.684906938611,-16.4724135814109,-15.4830571261088,100
"947",-13.6286004145309,-15.3741882010815,-16.2444656224247,100
"948",-13.2078235626859,-15.5892299203909,-14.6891671862864,100
"949",-13.3279608585629,-15.4062742876275,-15.24669012978,100
"950",-12.8726349946596,-15.0755592030234,-14.5830366889053,100
"951",-14.0432467968065,-19.0260489975988,-15.5592008820194,100
"952",-12.3606509537363,-15.6264098969579,-14.3499525749109,100
"953",-13.5306561990135,-16.3689296401428,-16.8726615118641,100
"954",-13.4352967282865,-15.4861546013457,-15.2421747986572,100
"955",-14.0715894264763,-17.376002339247,-16.371422394666,100
"956",-14.6614657748614,-16.6617617976248,-16.8208401257113,100
"957",-13.0744489409132,-15.4747135193099,-15.6883201236531,100
"958",-10.8835954266446,-14.3513665919095,-12.9083608592375,100
"959",-12.4001785504561,-15.2842949707257,-14.8593117461925,100
"960",-13.0832132057071,-14.7954327300316,-14.8004519634512,100
"961",-13.4153230840922,-16.0843511138884,-15.0340503203098,100
"962",-12.3651495104937,-16.7359793981148,-14.3599576463984,100
"963",-13.4200974498428,-18.7555342995965,-15.363036799081,100
"964",-11.7840559201622,-15.8804427690286,-13.5331474172728,100
"965",-13.2937700597409,-15.398059878788,-15.669266344742,100
"966",-11.9649193219476,-15.1499192514647,-13.7372473501271,100
"967",-13.6673282351948,-15.7599058910118,-16.7315472097927,100
"968",-12.5012231300265,-17.2707575650562,-14.8201534010191,100
"969",-12.8879720282971,-16.4839177202765,-14.8002589732215,100
"970",-14.0726206248629,-15.6773234864487,-16.1979354242731,100
"971",-14.0320080498135,-15.8387390346125,-15.904975525306,100
"972",-13.6552080128049,-15.3068296829656,-15.6644998727354,100
"973",-13.6171342973545,-17.8544464784463,-16.1356911056326,100
"974",-13.2939803778479,-16.7529697559184,-15.2583232479652,100
"975",-12.4197953378162,-15.5067630308364,-14.7209308668246,100
"976",-12.6962515325599,-14.0479038496615,-14.6061374340001,100
"977",-13.2526497736467,-14.9592512429415,-16.0766146667553,100
"978",-11.7624306402072,-15.260649472991,-13.1242411460025,100
"979",-14.1059793593908,-16.7656261088303,-15.9279677891496,100
"980",-13.7476972277969,-15.8258390784519,-15.8058962467311,100
"981",-13.4540445683823,-16.0456966046752,-15.4568652587928,100
"982",-13.8200503185396,-16.4765825447962,-15.8719608315594,100
"983",-12.9764271019669,-14.1798325580709,-15.0220456567279,100
"984",-12.2040846784746,-14.07508902871,-13.7697237406137,100
"985",-12.2667819132615,-16.7469984505748,-14.3965111477722,100
"986",-13.7919772220516,-17.2592916251531,-15.1667978399793,100
"987",-13.0601120233981,-15.2453125486846,-14.7524351667,100
"988",-14.4252154968914,-16.3147335451581,-16.912695539797,100
"989",-13.9262381947575,-16.7404176884557,-16.0906637322614,100
"990",-13.1972901561032,-16.6315325842507,-15.003231699781,100
"991",-12.9285114860401,-15.8438255855927,-15.4552510589485,100
"992",-12.639385549525,-14.1973854174445,-14.1489937941355,100
"993",-13.0791691190513,-16.3875002556637,-15.0911270858543,100
"994",-12.8578646175057,-14.5688010405223,-15.3140741994366,100
"995",-14.6448180527773,-16.9740933327985,-17.164718300846,100
"996",-12.2197672994548,-15.5279912562135,-14.1668152227967,100
"997",-13.3476764697068,-16.0160527609211,-15.4367286757617,100
"998",-12.9954418886046,-16.1740642225735,-14.779701202483,100
"999",-13.1155192245266,-15.6543957477856,-15.0331608021781,100
"1000",-13.4473446891054,-17.5895368664118,-15.5407605239861,100
"1001",-12.4423697694086,-13.2386334329379,-12.7489605684472,250
"1002",-13.2242230091792,-13.8288435402617,-13.6778432551314,250
"1003",-13.5474592371917,-14.0903301808807,-13.7512613309738,250
"1004",-12.6409531824729,-13.3218077485163,-13.0162679570224,250
"1005",-12.7769072315205,-13.4178421319265,-13.1239251095582,250
"1006",-13.4498621556234,-13.7708787804788,-13.5823075939031,250
"1007",-13.2394157787985,-14.1280663903376,-13.6910669840362,250
"1008",-12.8985483076745,-13.5453564457667,-13.0282143939481,250
"1009",-13.3526401789722,-13.8736621633776,-13.6906709465223,250
"1010",-12.3918767550795,-12.9196657347838,-12.7228735355582,250
"1011",-12.5763242102227,-13.3043672139028,-13.1674845016331,250
"1012",-12.9305135632869,-13.287292180391,-13.0603799888252,250
"1013",-12.6042807006893,-13.0164317492221,-13.1948772101485,250
"1014",-13.4297121699557,-14.0154803646292,-13.92143714775,250
"1015",-12.9104959536715,-13.6128866436501,-13.1184204608324,250
"1016",-12.7220761973857,-13.1123281438952,-13.0001795005213,250
"1017",-12.7885081278341,-13.1836745321764,-13.2058365830317,250
"1018",-12.6607211508596,-13.1581460908441,-13.0031032077436,250
"1019",-13.2057306443814,-13.8076774568607,-13.4471147314397,250
"1020",-13.0862537604879,-13.5701053565322,-13.4944628117382,250
"1021",-11.993521257261,-12.5766094646114,-12.4011017560164,250
"1022",-12.3737027350103,-13.2158290237068,-12.8441259679143,250
"1023",-13.3381253720403,-13.6829116426529,-13.6485029971539,250
"1024",-12.4540921712902,-13.0767099635526,-12.7710049535146,250
"1025",-13.0328397606036,-13.3412728511935,-13.3618634588544,250
"1026",-12.565625911969,-12.7033079290356,-12.6874663691402,250
"1027",-12.9001393231663,-13.4616753081184,-13.21482809487,250
"1028",-12.1860117265515,-12.6848507709474,-12.5000801771087,250
"1029",-13.727793520725,-14.2145142247572,-14.067670212744,250
"1030",-13.1192174561733,-13.7534807436352,-13.5992307711482,250
"1031",-12.2694167285548,-12.7818146394854,-12.8021208185937,250
"1032",-13.177208728647,-13.4245512773633,-13.5527670831633,250
"1033",-12.6455386522875,-13.2460203752442,-13.1183132319284,250
"1034",-13.1108459533365,-13.6016026471688,-13.5058135439514,250
"1035",-13.0604199854277,-14.0517384663391,-13.3646380736528,250
"1036",-12.7724292189907,-13.2888391240739,-13.0635264908206,250
"1037",-11.8289063950718,-12.3917272058232,-12.1641733348015,250
"1038",-13.0153912690348,-13.3270368518676,-13.4805829839015,250
"1039",-12.9973088951609,-13.3798342697511,-13.1652123099007,250
"1040",-12.7915716126071,-13.253129988691,-12.8645648923241,250
"1041",-12.7427696635224,-13.3865043722727,-13.2212955892322,250
"1042",-12.4980070101475,-13.1145947999427,-12.8738441506036,250
"1043",-12.8185838035975,-13.3290016505382,-13.0641606241645,250
"1044",-12.8424079371792,-13.2898392188614,-13.3088230821715,250
"1045",-12.2546521766038,-12.5559648939033,-12.586409606131,250
"1046",-12.9715366018477,-13.4565003164902,-13.166996830939,250
"1047",-13.0883939040164,-13.5741775060483,-13.7394035803507,250
"1048",-13.0388279676153,-13.3483580226673,-13.5371556866377,250
"1049",-13.5391072196074,-13.6883342974336,-13.9022981537849,250
"1050",-12.3310213353363,-12.8204154981557,-12.5900206194056,250
"1051",-13.3517822433784,-13.6150248938695,-13.6799395796445,250
"1052",-12.0201656662679,-12.8124614399072,-12.1518255511252,250
"1053",-12.4664053075787,-13.2140452362705,-12.8573803552067,250
"1054",-13.2603696828584,-13.8482682927229,-13.4980189276104,250
"1055",-13.2035747802085,-14.0775037938892,-13.7399586437699,250
"1056",-12.5561059474854,-13.2810116189947,-12.7680627343822,250
"1057",-12.3783042551536,-12.9688077207019,-12.76746438011,250
"1058",-13.3137110991832,-13.7360043842959,-13.5428272668717,250
"1059",-13.3525293644902,-13.7997901466193,-13.5106989042813,250
"1060",-13.4790527160101,-14.1108428606922,-13.7947326612009,250
"1061",-12.4943190020888,-13.3143301681466,-12.819366987832,250
"1062",-12.2938702907526,-13.0521189983826,-12.6533109856832,250
"1063",-13.2857874647209,-13.8154890463187,-13.5805599502007,250
"1064",-12.7258510798662,-13.3100544187709,-12.8270373973101,250
"1065",-12.7395213157319,-13.2821355720902,-13.312557679418,250
"1066",-12.7680354315361,-13.1437183917846,-13.2124207375681,250
"1067",-13.4285445371376,-14.0529988449512,-13.7300426918394,250
"1068",-12.8611826213151,-13.307747025074,-13.0063472485797,250
"1069",-12.0525046099983,-12.6938870908405,-12.4858214866297,250
"1070",-13.2612886664608,-13.7959669477035,-13.6504946627367,250
"1071",-12.8660726975146,-13.2476146801282,-13.1256519617571,250
"1072",-12.5978975957997,-13.4504457922722,-13.0995620384076,250
"1073",-12.6855950732193,-12.9908859102351,-12.9608569490987,250
"1074",-12.2338343088154,-12.6227856794743,-12.4069916692484,250
"1075",-12.786391640508,-13.1661424490296,-13.1178409089659,250
"1076",-12.6098474265428,-13.3363240846619,-13.0656355265768,250
"1077",-12.85743393672,-13.5928493993584,-13.049349062843,250
"1078",-12.7047727864425,-13.1653803359889,-13.1129686772344,250
"1079",-13.2070933450476,-13.4560510980668,-13.638877875409,250
"1080",-13.1284199740606,-13.8553753901278,-13.3410062376282,250
"1081",-12.8738543489296,-13.3326979178232,-13.2111544467286,250
"1082",-11.9086510026812,-12.3893178160246,-12.2260536012502,250
"1083",-12.9793672120112,-13.2848006072893,-13.1527302655447,250
"1084",-13.0699906391761,-13.5363466409637,-13.431741175578,250
"1085",-13.1247416611047,-13.6308275333881,-13.2835710865942,250
"1086",-12.5006263158384,-12.9032229391963,-12.7749480493784,250
"1087",-13.7006384095656,-14.1132221204701,-14.1814253007803,250
"1088",-12.4696617339345,-13.0484662837776,-12.5327389676837,250
"1089",-12.9299026826077,-13.2707999346071,-13.2627332491548,250
"1090",-12.3338378272097,-13.1035322241667,-12.8499605485989,250
"1091",-12.6758270930863,-12.9776491357977,-13.1359846272515,250
"1092",-12.6500579665159,-12.9695706674938,-13.1262990589153,250
"1093",-12.9012960477322,-13.3362309305461,-13.2395124311196,250
"1094",-12.8013408879507,-13.4909203802437,-13.0993955559753,250
"1095",-13.0461777525129,-13.621483327948,-13.3323126646197,250
"1096",-12.6695602138907,-13.0911559675467,-13.0497463798824,250
"1097",-12.9608231305918,-13.3957136665832,-13.2678144951852,250
"1098",-12.9775541342133,-13.3373662685358,-13.495657723942,250
"1099",-12.8611631914614,-13.2304798945562,-12.9957337590958,250
"1100",-12.1331937111045,-12.7614601772742,-12.4337934497694,250
"1101",-13.4310193500499,-14.3835417503048,-13.6613906335406,250
"1102",-13.0953230915758,-13.6419343802356,-13.4001541962122,250
"1103",-12.6859324057861,-12.9160094001478,-12.8406527178179,250
"1104",-13.1118874435364,-13.6598616158951,-13.3444111582031,250
"1105",-12.9543459192071,-13.4271017144936,-13.3821268021887,250
"1106",-13.3428210833192,-13.917573721954,-13.5452072786621,250
"1107",-12.0730483154093,-12.380594362162,-12.404192259414,250
"1108",-12.9663378939042,-13.7054281166305,-13.2057012209729,250
"1109",-12.9500605974402,-13.153240217433,-13.2838728535435,250
"1110",-12.2312648309634,-12.6285861684192,-12.6180660795068,250
"1111",-12.753434825847,-13.4062901766702,-13.1488082889495,250
"1112",-12.5944887051094,-13.171236489277,-13.0013857047975,250
"1113",-12.9910018605461,-13.435110114102,-13.1741999843666,250
"1114",-13.518909332629,-14.190869076466,-13.5512680678071,250
"1115",-13.0936852946149,-13.5193503246322,-13.4415511182007,250
"1116",-12.7470440999574,-13.2019522131965,-12.9585401189427,250
"1117",-12.5528652116776,-13.0731682968024,-12.8368375096267,250
"1118",-13.2699938970239,-13.8392838393554,-13.5989060049383,250
"1119",-12.104716934506,-13.005083997187,-12.3789710803402,250
"1120",-12.6485064586527,-13.1715494223517,-13.1418481266026,250
"1121",-12.6167392220443,-13.1302671229265,-13.0030169558683,250
"1122",-13.0850469615042,-13.6722659190653,-13.4533921177585,250
"1123",-12.9130105136622,-13.5104260398197,-13.4267118611514,250
"1124",-12.4918019984797,-13.003258590938,-12.8291952051604,250
"1125",-12.68897262644,-13.6742789180481,-13.0524207662569,250
"1126",-12.6955632777315,-13.3518177730902,-13.0439849333829,250
"1127",-13.1925312675581,-13.6575068334837,-13.376335871589,250
"1128",-11.9011384637082,-12.3693838689606,-12.1289404030372,250
"1129",-12.4486157010108,-12.9338749546168,-12.8064168153678,250
"1130",-13.0502502105911,-13.524879629367,-13.2381632871047,250
"1131",-12.3445771391162,-13.0718194333734,-12.6696643416171,250
"1132",-12.8701250088316,-13.4191869115302,-13.0661754174166,250
"1133",-12.8403940891687,-13.376016815979,-13.1249718423052,250
"1134",-12.5533493667754,-13.2925501446264,-12.7179355529969,250
"1135",-12.5251077043395,-13.0738045283785,-12.7944745456977,250
"1136",-12.8050952339919,-13.2980450373717,-13.1183668513963,250
"1137",-12.7479171375025,-13.0871357588542,-13.0874688051214,250
"1138",-13.6831915574288,-14.3224010239483,-14.0049798346279,250
"1139",-12.3192841909119,-12.7548157864027,-12.4517723945633,250
"1140",-12.8386777283842,-13.1387812891176,-13.107506696201,250
"1141",-12.8367541158721,-13.0733350517593,-13.0128717931487,250
"1142",-12.9022473213689,-13.4047476048493,-13.1985249599158,250
"1143",-13.6139054308541,-14.1419912675588,-13.9826227094458,250
"1144",-12.274607236715,-13.2442829599103,-12.8582683255901,250
"1145",-12.3073293412779,-13.424112171811,-12.7519046595788,250
"1146",-12.4942547833365,-12.8271457005728,-12.9458768332677,250
"1147",-12.1011413446255,-12.3553805100068,-12.4095041352472,250
"1148",-12.2654612063745,-12.9505323066182,-12.5359358275782,250
"1149",-13.1848223396596,-13.8322568756473,-13.4414757700614,250
"1150",-12.623676463389,-13.6629460201719,-13.0428688513428,250
"1151",-12.7201320999344,-13.1060482651422,-12.8717176015113,250
"1152",-12.8780993820931,-13.2787917903741,-13.4307875915863,250
"1153",-12.7728572639335,-13.2934518374878,-13.1428928169033,250
"1154",-12.7392675640363,-13.168057885796,-13.1117126679324,250
"1155",-12.8515553138452,-13.4353366655043,-13.1038443820907,250
"1156",-12.3268676552471,-13.1648977366004,-12.6487478044739,250
