"","gl_0","gl_05","mle","n"
"1",14.534413195706,4.10278501970979,118.002431475072,50
"2",12.3305352973037,2.55936626658214,67.3965722174956,50
"3",9.44743981113356,1.76123496737419,79.125678594976,50
"4",8.06654490550535,1.72564683188081,67.1264712132633,50
"5",19.2877990437826,4.11102880448735,96.6010976998818,50
"6",12.7260392640849,3.91109229809216,127.501127582112,50
"7",18.7229058629021,2.25871138764435,101.465966300434,50
"8",7.71468219267422,2.16623974020981,98.1265326683093,50
"9",7.11458585261183,1.8763384708784,96.59367528155,50
"10",30.4076976590967,3.12573181858353,136.84991328885,50
"11",24.2701671628503,3.42616100473985,229.357170972813,50
"12",6.63494250159741,1.83497250708143,70.643987814394,50
"13",33.0383035933095,10.0398678956798,206.829645622028,50
"14",11.6075269110715,1.99182399667732,103.323067089025,50
"15",10.3092238306487,1.86403828075998,84.9279879008776,50
"16",21.7235921820525,2.84026427766232,88.1102212830954,50
"17",13.9356901341004,1.99081427505378,135.043723331322,50
"18",14.5411119843751,2.35062435069597,56.7028473935688,50
"19",16.4783239609264,1.98534918546683,100.521571144976,50
"20",17.371555014552,2.05318048534612,122.759841070976,50
"21",14.6268537918162,2.10595164026949,114.717535738677,50
"22",23.9309271075158,2.97926796889026,91.2582373594073,50
"23",16.9125031572969,3.87739024342371,81.3964101857019,50
"24",12.0199173312927,2.11408444221527,85.3452052686303,50
"25",15.4806565993733,2.27027876375682,135.606401222319,50
"26",24.9004838388207,2.47239078800648,95.1117802584352,50
"27",18.3875916216622,4.31457447183869,73.0584795928532,50
"28",10.5657187613386,2.19630371866828,81.6938692929997,50
"29",12.6571657084447,3.10562657800178,111.121366098157,50
"30",7.44489035948236,2.27003126170365,103.178830768714,50
"31",14.6300400661117,1.91725607725312,94.8541343557759,50
"32",11.5765821138387,1.93600213581376,139.709050232474,50
"33",9.0478994619866,1.94143624320016,90.2168622587003,50
"34",11.7968221793931,2.23083488471294,117.750139928578,50
"35",16.4834465257285,2.1526289661931,87.9139798176519,50
"36",18.8272561625454,2.29964353803835,125.997200565693,50
"37",8.65983362676517,2.95535487697882,85.4847054318607,50
"38",14.281297780174,2.65397484527515,129.859716619206,50
"39",3.46774233931782,2.45027089176135,41.4956434454739,50
"40",15.9299138531378,9.09920809396205,104.047592769373,50
"41",19.117123288662,4.06314837996541,146.221341592962,50
"42",21.948906513568,2.62407756412139,153.804216818454,50
"43",17.2119417472229,2.11459708993608,71.3863774476597,50
"44",21.5957350681619,3.24600264926927,139.96531735143,50
"45",17.5447228903932,2.95230362837958,116.140934953387,50
"46",11.5824106897254,2.1356733965218,69.9051513162077,50
"47",14.4939773719254,1.95983879845278,83.1998387672689,50
"48",14.4078664610234,3.6565716051114,106.695310940358,50
"49",16.0937761859658,2.16511613227655,75.4902836235182,50
"50",22.6387107525807,2.73783220115162,165.419072590624,50
"51",5.80248072226217,3.08913839879406,82.3079610612182,50
"52",5.52886138185135,1.72395638847584,55.3567738747722,50
"53",9.69588328348381,3.58930955237115,53.1889923449641,50
"54",17.5255859188387,1.62908020156721,107.905139017867,50
"55",14.5027370315924,3.66114828085298,140.480047592582,50
"56",9.07211970177572,2.02120112771233,74.7256829507557,50
"57",10.236388735139,3.98586812598427,81.995074973597,50
"58",10.3534698834415,1.90538540141995,83.8212600884831,50
"59",10.0775067225027,2.01695142044681,48.6807738238718,50
"60",21.1411534689269,6.42908910889268,148.149145134868,50
"61",7.8837939675011,1.93131651692122,73.9878620002371,50
"62",7.68643134015808,1.80304229333539,104.333562961863,50
"63",8.13439189825549,1.96412867001203,52.44448182523,50
"64",12.0148730252181,1.6493757653534,74.0469937330656,50
"65",8.78126818505806,2.04737774199428,55.1927890289282,50
"66",21.8055954969762,2.3951754968208,77.3506180312504,50
"67",13.744138363003,1.77604263500752,82.7629634049648,50
"68",4.41834131491285,1.78045801052572,44.2209392252097,50
"69",19.410013985573,3.6098067138899,118.427188583965,50
"70",13.2233986854114,3.08612518847913,150.005774099527,50
"71",9.40133735382332,1.97051946939527,72.2129937747818,50
"72",22.965905970898,4.34441298675,107.708818850837,50
"73",10.3789861009195,2.1726094014451,100.518244905447,50
"74",5.4529423870548,2.03427716306284,64.7885149006532,50
"75",17.8178663857505,2.32776361938212,67.0204191279929,50
"76",15.3876705911475,4.04162663685273,120.700620327549,50
